Feature,Importance
osm_name_Montrose Grove,1.8497582257501754e-05
osm_name_Priorswood Road,1.820833049058704e-05
osm_ref_R147,1.8171579775539165e-05
osm_name_Foster Terrace,1.805426313803168e-05
osm_name_Rathvale Grove,1.7878723508382692e-05
osm_name_Bulfin Road,1.7829138724981143e-05
osm_name_Kilmore Road,1.782776560077202e-05
osm_name_Jervis Lane Upper,1.7689440201293307e-05
osm_name_Oulton Road,1.758875493133623e-05
osm_name_Glasnamana Road,1.7432080862425878e-05
osm_name_Old Kilmainham Village,1.7410313446864568e-05
osm_name_LANSDOWNE SQUARE,1.723072469671234e-05
osm_name_Elm Road,1.7218703006715724e-05
osm_name_Maryfield Crescent,1.7181670825324136e-05
osm_name_Millwood Villas,1.7140742766387555e-05
osm_name_Glasnevin Park,1.7139108151651663e-05
osm_name_Turvey Close,1.713833771767318e-05
osm_name_Peter Street,1.709301669703919e-05
osm_ref_R103,1.698253646632648e-05
osm_name_Anglesea Row,1.6943481479963186e-05
osm_name_Raphoe Road,1.6826221858725572e-05
osm_name_New Church Street,1.6797493417523235e-05
osm_name_Edenmore Crescent,1.652417863532703e-05
osm_name_Finglas Place,1.648252150030645e-05
osm_name_Palmerston Villas,1.6476149779501725e-05
osm_name_Simmonscourt Castle,1.646603576115778e-05
osm_name_Sir John Rogerson's Quay,1.6461046693440154e-05
osm_name_Shannon Terrace,1.6439478975673336e-05
osm_name_Wesley Road,1.6389868026771465e-05
osm_name_Clonrosse Park,1.6384855789804294e-05
osm_name_Glenwood Road,1.6303214358647714e-05
osm_name_Wilfield,1.6145938127628798e-05
osm_name_Casino Park,1.5962858755342418e-05
osm_name_Kilbride Road,1.59310269292719e-05
osm_name_Ballyshannon Road,1.540221686228782e-05
osm_name_Parkside Way,1.536155168671072e-05
osm_name_Glasanaon Road,1.5217413852680302e-05
osm_name_Crumlin Road,1.5110133773774751e-05
osm_name_Ballsbridge Park,1.5067542177252104e-05
osm_name_Greencastle Road,1.5025071993061915e-05
osm_ref_R108,1.4795516415696574e-05
osm_name_St Augustine Street,1.4773571537339446e-05
osm_name_Strand Mews,1.4720118687752873e-05
osm_name_Rafter's Road,1.4532849941807696e-05
osm_name_Macken Street,1.4397239350546447e-05
osm_name_Springdale Road,1.4386819445930867e-05
osm_name_Glenealy Road,1.4321159124570422e-05
osm_name_Cambridge Avenue,1.4223735537301794e-05
osm_name_Promenade Road,1.420420263881637e-05
osm_name_Powerscourt,1.4194380239733415e-05
osm_name_Dundaniel Road,1.4176900117793575e-05
osm_name_Melville Road,1.4056691949241134e-05
osm_name_Seville Place,1.4050553766657512e-05
osm_name_Thorndale Drive,1.3966918035168607e-05
