osm_id,osm_code,osm_fclass,osm_name,osm_ref,osm_oneway,osm_maxspeed,osm_layer,osm_bridge,osm_tunnel,NO2points,NO2drives,NO2_ugm3,NOpoints,NOdrives,NO_ugm3,CO2points,CO2drives,CO2_mgm3,COpoints,COdrives,CO_mgm3,O3points,O3drives,O3_ugm3,PM25points,PM25drives,longitude,latitude,Observed_PM25,RF_Predicted_PM25,GB_Predicted_PM25,RF_Residual,GB_Residual
4934645,5114,secondary,South Circular Road,R811,B,50,0,False,False,167,27.0,12.807,188,33.0,6.926,164,31.0,801.766,189,33.0,0.408,58,27.0,50.302,194,33.0,-6.296773775847888,53.33578042279795,8.618,7.616449999999999,6.389093223132351,1.0015500000000017,2.2289067768676496
386014925,5141,service,,,B,0,0,False,False,2,2.0,14.802,3,3.0,23.531,3,3.0,791.413,2,2.0,0.368,0,,,3,3.0,-6.284199395849717,53.307570048803306,2.795,5.855870000000005,6.265464615560045,-3.060870000000005,-3.4704646155600454
368901441,5114,secondary,Harold's Cross Road,R137,B,50,0,False,False,167,18.0,18.532,273,23.0,23.094,224,24.0,828.172,271,24.0,0.385,67,17.0,52.892,275,24.0,-6.278830377861057,53.319330680078565,7.311,6.370073333333326,6.8022722840855545,0.940926666666674,0.5087277159144454
40564483,5141,service,,,B,0,0,False,False,133,32.0,36.975,163,40.0,23.993,141,38.0,829.964,162,41.0,0.434,54,21.0,34.689,152,41.0,-6.27849745,53.34283955,8.146,8.203209999999997,7.765433194615178,-0.057209999999995986,0.3805668053848228
4475731,5115,tertiary,Fitzwilliam Square North,,B,30,0,False,False,8,1.0,33.671,7,1.0,-2.817,8,1.0,868.963,7,1.0,0.375,3,1.0,53.706,8,1.0,-6.251342351698719,53.33568040689375,7.639,8.448469999999995,8.187118848788455,-0.8094699999999948,-0.5481188487884543
37721990,5114,secondary,Usher's Island,R148,F,50,0,False,False,599,58.0,41.001,598,60.0,60.719,672,67.0,904.193,761,71.0,0.493,228,58.0,40.806,771,70.0,-6.283772077525498,53.34650038083067,8.592,8.32171333333333,8.208279946501825,0.2702866666666708,0.38372005349817506
41052576,5122,residential,Charleville Road,,B,30,0,False,False,29,5.0,-18.867,31,5.0,-1.975,28,5.0,796.199,32,5.0,0.302,11,5.0,77.163,34,5.0,-6.268087817269785,53.32212759477325,3.609,4.039379999999997,4.905815915705572,-0.4303799999999969,-1.2968159157055723
539871128,5114,secondary,Sarsfield Road,R833,F,50,0,False,False,116,36.0,13.433,133,42.0,3.762,111,37.0,824.561,130,43.0,0.367,38,33.0,50.894,134,43.0,-6.3256622,53.3420297,7.119,6.7118166666666665,6.777270751768422,0.40718333333333323,0.34172924823157746
34146295,5114,secondary,East Wall Road,R131,B,50,0,False,False,381,44.0,37.989,492,51.0,45.522,446,50.0,838.025,500,55.0,0.495,140,44.0,36.816,522,54.0,-6.232968129278014,53.35716695428178,8.755,8.243863333333348,9.255993342490955,0.511136666666653,-0.5009933424909541
38480757,5122,residential,Ashington Rise,,B,30,0,False,False,12,1.0,-11.953,10,1.0,-10.146,10,1.0,782.582,12,1.0,0.259,5,1.0,86.857,12,1.0,-6.318534423267225,53.37350023260778,3.492,3.229159999999993,4.45236768627106,0.26284000000000685,-0.9603676862710602
255242182,5122,residential,,,B,50,0,False,False,0,,,1,1.0,-24.131,1,1.0,793.554,1,1.0,0.378,0,,,1,1.0,-6.3361491999999995,53.329424599999996,5.384,3.65780666666667,5.197687946049114,1.7261933333333301,0.18631205395088646
263068560,5122,residential,,,B,30,0,False,False,8,7.0,45.062,10,8.0,7.491,9,7.0,813.287,10,8.0,0.499,3,3.0,42.459,10,8.0,-6.303401347990308,53.39898626378423,8.85,7.492993333333337,7.3492563242964435,1.3570066666666625,1.5007436757035562
814341851,5134,secondary_link,Walkinstown Road,,F,50,0,False,False,7,7.0,2.131,11,10.0,14.575,11,9.0,804.362,12,10.0,0.399,2,2.0,50.34,12,10.0,-6.3281939000000005,53.323715199999995,4.477,5.406863333333333,4.9585864992907105,-0.9298633333333326,-0.4815864992907102
445337114,5134,secondary_link,,,F,50,0,False,False,45,3.0,37.623,45,3.0,-3.165,39,3.0,805.186,45,3.0,0.342,16,2.0,42.926,46,3.0,-6.219504720865204,53.39751928101818,6.335,6.957203333333328,8.276340548176716,-0.6222033333333279,-1.9413405481767159
22981118,5122,residential,High Park,,B,50,0,False,False,4,4.0,26.492,6,6.0,-6.349,5,5.0,862.173,6,6.0,0.536,1,1.0,24.477,5,5.0,-6.2408708771629025,53.379456103023436,8.242,8.547660000000002,7.606260087499836,-0.3056600000000014,0.6357399125001653
399506779,5141,service,,,B,0,0,False,False,9,9.0,50.203,12,12.0,22.822,12,12.0,811.997,12,12.0,0.432,3,3.0,32.913,13,13.0,-6.303549088488799,53.39893505233722,5.884,7.540893333333332,7.774433673725964,-1.6568933333333318,-1.8904336737259637
499570550,5141,service,,,B,30,0,False,False,2,2.0,18.45,2,2.0,-7.929,2,2.0,835.142,2,2.0,0.361,0,,,2,2.0,-6.22383835,53.3334584,13.184,6.86369,8.478930532002035,6.320309999999999,4.705069467997964
34406579,5122,residential,,,B,50,0,False,False,26,4.0,7.252,23,4.0,-18.281,17,3.0,780.53,26,4.0,0.318,10,4.0,41.2,27,4.0,-6.208848374763615,53.38942934691375,9.539,7.967410000000007,6.509352348853593,1.5715899999999925,3.0296476511464068
22960966,5141,service,,,B,50,0,False,False,1,1.0,73.147,3,3.0,56.658,2,2.0,788.94,3,3.0,0.385,0,,,3,3.0,-6.278848069357645,53.31084256202425,3.828,7.587570000000004,8.376693072464729,-3.759570000000004,-4.548693072464729
53086765,5114,secondary,Merrion Road,R118,B,50,0,False,False,530,16.0,21.234,902,18.0,16.252,791,18.0,827.376,908,18.0,0.409,197,16.0,42.63,948,18.0,-6.205553766620181,53.31634139893679,7.731,8.29481999999999,7.958847937921682,-0.5638199999999909,-0.22784793792168223
27490750,5122,residential,Edenmore Avenue,,B,30,0,False,False,8,8.0,12.182,8,8.0,16.776,8,8.0,804.557,8,8.0,0.43,4,4.0,31.026,8,8.0,-6.18861169212952,53.38713390139405,6.386,6.6836833333333265,7.444135555474558,-0.2976833333333264,-1.058135555474558
52881219,5114,secondary,James Street,R810,B,50,0,False,False,503,57.0,33.734,571,64.0,21.265,491,61.0,827.416,571,64.0,0.404,189,53.0,33.689,581,64.0,-6.286603869304721,53.3435427213272,10.06,9.472519999999978,8.502351326147243,0.5874800000000224,1.557648673852757
9189209,5122,residential,Ashdale Road,,B,50,0,False,False,234,12.0,-0.144,312,15.0,3.296,282,15.0,786.98,314,16.0,0.346,86,11.0,60.76,325,16.0,-6.282664210704015,53.31462766521045,4.477,5.025480000000006,4.993369409338552,-0.5484800000000059,-0.5163694093385516
11685019,5115,tertiary,Rathdown Road,,B,30,0,False,False,273,18.0,-3.22,321,23.0,-9.604,285,23.0,783.576,323,23.0,0.314,103,18.0,59.829,339,23.0,-6.278674707722579,53.356620861524746,6.778,6.60789,5.565397234108141,0.17010999999999932,1.2126027658918588
8006121,5122,residential,Beaumont Crescent,,B,50,0,False,False,10,3.0,17.111,13,6.0,2.799,5,5.0,819.17,13,6.0,0.411,5,3.0,43.568,13,5.0,-6.2268578931249525,53.38577969776551,7.799,8.214733333333326,7.342439780890367,-0.41573333333332574,0.4565602191096332
112265406,5122,residential,Ballygall Road West,,B,50,0,False,False,88,13.0,-5.863,127,15.0,-8.765,123,15.0,787.836,124,15.0,0.343,33,13.0,55.26,131,15.0,-6.2954926240741536,53.3889026637937,5.948,5.544793333333336,5.281334360514279,0.40320666666666405,0.6666656394857213
445371593,5141,service,,,F,0,0,False,False,6608,22.0,23.627,6855,32.0,4.725,6017,31.0,787.074,6849,31.0,0.33,2467,20.0,27.259,7107,31.0,-6.21343546239396,53.353866195173346,9.464,7.571176666666667,7.843252037564971,1.8928233333333333,1.6207479624350292
46785762,5115,tertiary,The Hole in the Wall Road,,B,50,0,False,False,262,18.0,1.572,271,19.0,-9.65,242,19.0,803.563,268,19.0,0.311,99,18.0,53.613,291,20.0,-6.163216912373505,53.405761181344836,6.261,7.36138,7.693579635459424,-1.1003799999999995,-1.4325796354594242
22963258,5122,residential,Annadale Drive,,B,50,0,False,False,17,13.0,-2.358,25,17.0,-3.318,20,14.0,810.018,25,17.0,0.339,6,6.0,54.113,23,16.0,-6.241378270127518,53.37057632414155,5.864,5.730329999999993,5.727765464462382,0.13367000000000662,0.13623453553761777
3808018,5121,unclassified,Military Road,,B,50,0,False,False,77,11.0,-3.173,88,13.0,-11.992,70,13.0,797.651,90,13.0,0.32,30,11.0,52.152,94,13.0,-6.315297166724011,53.34785289053139,4.318,4.660593333333336,5.390233676857072,-0.34259333333333597,-1.0722336768570724
334819732,5114,secondary,Darndale Roundabout,R107,B,60,0,False,False,265,31.0,20.875,284,36.0,22.094,260,36.0,816.762,290,35.0,0.395,104,31.0,41.626,304,38.0,-6.186379823585561,53.39726842053974,7.337,8.42417333333334,8.273260492664809,-1.0871733333333395,-0.9362604926648093
244832511,5141,service,Marlborough Court,,B,0,0,False,False,4,4.0,1.86,3,3.0,-1.353,3,3.0,794.74,4,4.0,0.335,2,2.0,61.328,4,4.0,-6.258537530678209,53.35155972563627,6.895,5.399329999999999,5.938767535520554,1.4956700000000005,0.956232464479446
496306415,5122,residential,,,B,30,0,False,False,4,4.0,6.763,22,7.0,3.219,21,6.0,808.504,21,7.0,0.352,1,1.0,61.328,22,7.0,-6.2017243632960435,53.36442484965366,5.127,6.883636666666666,6.636954955158542,-1.7566366666666662,-1.509954955158542
27801356,5121,unclassified,Newtown Avenue,,B,50,0,False,False,14,13.0,8.033,16,15.0,9.321,16,15.0,802.49,15,14.0,0.378,6,6.0,42.125,16,15.0,-6.194230645670216,53.39624937081549,8.884,8.072496666666662,7.606080130277011,0.8115033333333379,1.2779198697229894
3793110,5122,residential,,,B,30,0,False,False,58,11.0,9.726,88,14.0,-2.029,79,14.0,796.558,92,14.0,0.316,22,11.0,49.008,94,14.0,-6.30795799539279,53.39908742296199,5.643,5.726776666666666,5.644700107148692,-0.08377666666666617,-0.001700107148692176
295320468,5141,service,,,B,30,0,False,False,4,4.0,15.919,5,5.0,17.599,5,5.0,804.007,5,5.0,0.511,2,2.0,42.348,5,5.0,-6.295191960154665,53.3228822005492,4.001,6.0181700000000005,6.1751163051539075,-2.01717,-2.174116305153907
27490548,5122,residential,Edenmore Green,,B,30,0,False,False,14,3.0,7.461,13,3.0,-13.574,13,2.0,803.093,14,3.0,0.356,4,1.0,41.348,14,3.0,-6.180308956092404,53.38466315894138,14.42,5.210146666666667,6.61919555673981,9.209853333333333,7.80080444326019
6273612,5122,residential,Mary's Lane,,B,30,0,False,False,424,25.0,6.846,588,29.0,4.187,518,29.0,799.508,594,29.0,0.347,160,25.0,55.779,619,29.0,-6.270755606429819,53.34822954186929,7.344,5.823790000000007,5.761194724107597,1.5202099999999934,1.5828052758924036
20848425,5121,unclassified,Echlin Street,,B,30,0,False,False,210,30.0,18.611,230,33.0,10.59,212,32.0,809.033,230,33.0,0.39,77,28.0,37.685,239,33.0,-6.2883867850900055,53.34293549337785,8.488,8.72830333333333,6.847191036216175,-0.24030333333332976,1.6408089637838241
481224213,5121,unclassified,Number 2 Branch Road North,,B,50,0,False,False,33,15.0,42.108,43,19.0,187.272,36,17.0,831.477,45,19.0,0.372,14,9.0,19.149,47,19.0,-6.20855185,53.35170195,15.825,11.527096666666667,10.084527900869372,4.297903333333332,5.740472099130628
4540471,5122,residential,Prospect Square,,B,30,0,False,False,42,9.0,-6.524,46,10.0,-15.187,31,9.0,780.842,44,10.0,0.345,15,9.0,61.328,48,10.0,-6.27162928642758,53.36909268797564,4.192,4.914813333333332,5.2165393956546025,-0.722813333333332,-1.0245393956546023
491783890,5141,service,,,B,0,0,False,False,4,4.0,9.262,4,4.0,-5.209,4,4.0,801.525,4,4.0,0.39,2,2.0,47.675,5,5.0,-6.185673465086145,53.390712854949804,5.978,5.882436666666667,7.134841769451453,0.09556333333333278,-1.1568417694514537
22878140,5122,residential,Foxfield St. John,,B,30,0,False,False,16,3.0,-10.496,16,3.0,2.051,16,3.0,788.84,16,3.0,0.321,7,3.0,67.248,17,3.0,-6.1529432109436915,53.38470543821047,4.858,6.346373333333329,6.093482821395363,-1.488373333333329,-1.2354828213953635
25908405,5122,residential,Grange Park Road,,B,30,0,False,False,91,12.0,-3.809,109,13.0,-6.179,93,13.0,791.791,105,13.0,0.331,36,12.0,54.427,121,14.0,-6.1669518750000005,53.38584,5.321,5.029096666666667,6.136374704982822,0.29190333333333296,-0.8153747049828226
4926220,5114,secondary,Dolphin Road,R111,B,50,0,False,False,1300,54.0,19.782,1572,64.0,37.693,1396,58.0,805.728,1574,65.0,0.383,492,54.0,50.241,1580,65.0,-6.293783500307799,53.33215502028705,7.868,7.894470000000003,6.8554635390495955,-0.026470000000002436,1.0125364609504048
4629004,5122,residential,Clonard Road,,B,30,0,False,False,93,13.0,3.719,122,17.0,-3.398,102,17.0,787.211,128,17.0,0.356,37,13.0,50.006,130,17.0,-6.305892560911484,53.32306977210369,5.475,5.276313333333337,5.194295783569242,0.19868666666666268,0.2807042164307578
729914798,5114,secondary,,,B,50,0,False,False,66,21.0,21.825,66,23.0,48.077,55,21.0,826.061,68,23.0,0.425,25,15.0,38.019,74,25.0,-6.162035038780633,53.39883672344506,7.984,7.724746666666685,7.9649481762865255,0.2592533333333149,0.01905182371347447
231340190,5114,secondary,Westland Row,R118,F,30,0,False,False,108,25.0,32.099,121,28.0,21.328,139,32.0,850.404,148,32.0,0.457,40,25.0,31.581,165,33.0,-6.250484611310333,53.342030324291585,6.496,7.980746666666668,7.81209142118436,-1.484746666666668,-1.3160914211843595
317145978,5122,residential,Mourne Road,,B,30,0,False,False,66,13.0,-0.503,73,15.0,3.865,66,14.0,798.638,77,15.0,0.351,26,13.0,52.281,79,15.0,-6.307832409842999,53.33340900287691,3.936,4.615429999999999,5.503525592545116,-0.6794299999999991,-1.567525592545116
43321722,5114,secondary,Kevin Street Lower,R110,B,30,0,False,False,137,35.0,20.793,160,41.0,34.187,146,38.0,818.596,157,39.0,0.387,53,29.0,51.449,171,41.0,-6.2662455999999995,53.337600699999996,6.921,7.259733333333333,7.060460096090619,-0.3387333333333329,-0.1394600960906187
22370010,5122,residential,Saint Aidan's Park Road,,B,30,0,False,False,240,17.0,1.694,256,18.0,-0.848,226,18.0,792.963,261,18.0,0.343,90,17.0,56.666,264,17.0,-6.230776870944656,53.3652057064773,6.467,5.388623333333334,6.272389809169613,1.0783766666666654,0.194610190830387
23576676,5122,residential,Rathdown Avenue,,B,50,0,False,False,2,2.0,13.096,3,3.0,-12.034,3,3.0,775.662,2,2.0,0.349,1,1.0,69.321,3,3.0,-6.286571191408252,53.30506183363964,4.92,5.727140000000004,5.835839569967338,-0.807140000000004,-0.9158395699673383
13998362,5121,unclassified,Prince's Street South,,F,30,0,False,False,199,17.0,10.752,196,17.0,-9.285,182,19.0,801.212,211,19.0,0.362,75,17.0,42.792,225,19.0,-6.2502441972752205,53.34654592364595,7.64,6.327826666666664,6.663291287167846,1.3121733333333356,0.9767087128321537
24556012,5122,residential,Shanrath Road,,B,30,0,False,False,116,18.0,-0.629,132,22.0,-9.504,109,22.0,791.514,133,22.0,0.355,45,18.0,48.452,136,21.0,-6.243704226983701,53.38802445717901,6.746,5.98239,5.5505966368897095,0.7636100000000008,1.195403363110291
548649591,5141,service,,,B,0,0,False,False,12,12.0,11.562,16,15.0,17.386,17,16.0,798.89,16,16.0,0.379,3,3.0,59.109,17,16.0,-6.283092459657972,53.36399989369321,3.131,6.079506666666663,6.056035296702571,-2.948506666666663,-2.925035296702571
730429739,5114,secondary,Griffith Avenue,R102,B,50,0,False,False,65,18.0,27.417,88,22.0,45.503,79,22.0,833.951,90,22.0,0.442,26,18.0,47.231,89,21.0,-6.237847725,53.372198825,7.14,7.694886666666664,7.725198027138598,-0.5548866666666648,-0.5851980271385981
3808018,5121,unclassified,Military Road,,B,50,0,False,False,97,12.0,-10.728,109,14.0,-3.079,77,14.0,796.622,114,14.0,0.32,34,12.0,59.275,118,14.0,-6.329174042232964,53.346856467722,5.507,5.06925,5.078334423903316,0.4377499999999994,0.42866557609668376
16881783,5122,residential,Nutley Road,,B,50,0,False,False,80,11.0,-3.462,94,14.0,-18.35,71,14.0,800.671,95,14.0,0.365,30,11.0,52.892,99,14.0,-6.221883234720565,53.31672734554205,5.327,6.882286666666653,6.2818010899744054,-1.5552866666666532,-0.9548010899744055
532427444,5114,secondary,Aungier Street,R114,B,30,0,False,False,268,29.0,21.747,298,32.0,12.723,283,32.0,825.708,306,33.0,0.407,99,28.0,42.375,321,33.0,-6.265955266553917,53.339173783748706,5.836,6.604396666666654,7.174482268634185,-0.7683966666666535,-1.338482268634185
14885986,5122,residential,Clifden Road,,B,50,0,False,False,68,13.0,-1.25,86,16.0,-2.466,70,15.0,783.647,91,16.0,0.336,24,12.0,54.89,108,18.0,-6.361219762805744,53.338979607894736,3.275,3.3570300000000017,3.8257963429491446,-0.08203000000000182,-0.5507963429491447
334569451,5122,residential,Willow Park Road,,B,30,0,False,False,5,1.0,6.976,5,1.0,4.612,5,1.0,803.018,5,1.0,0.31,2,1.0,67.099,5,1.0,-6.278358508529401,53.39517273429906,5.195,4.0609699999999975,5.6653934466147255,1.1340300000000028,-0.47039344661472526
8111191,5115,tertiary,Dunville Avenue,,B,50,0,False,False,311,12.0,-1.257,316,13.0,15.244,253,13.0,798.94,313,13.0,0.369,117,12.0,56.222,317,13.0,-6.25425335,53.3210993,4.827,4.978713333333337,5.307006318772166,-0.15171333333333692,-0.4800063187721664
37747647,5114,secondary,Dorset Street Upper,R132,F,50,0,False,False,35,12.0,38.014,42,15.0,28.368,37,14.0,865.361,43,15.0,0.476,13,9.0,34.466,44,15.0,-6.26388545,53.357427650000005,7.713,7.453086666666665,7.475455778059514,0.2599133333333352,0.2375442219404862
532427444,5114,secondary,Aungier Street,R114,B,30,0,False,False,424,33.0,19.279,500,36.0,14.387,457,36.0,831.968,529,37.0,0.394,154,31.0,43.834,550,37.0,-6.265861043488792,53.33960247746538,5.882,6.780499999999993,7.375338933730236,-0.8984999999999932,-1.4933389337302367
27110389,5122,residential,Maolbuille Road,,B,30,0,False,False,123,15.0,3.159,139,17.0,-3.81,120,16.0,793.221,144,17.0,0.352,44,15.0,50.894,149,17.0,-6.268459799695281,53.38628131936995,5.239,5.923603333333329,5.35605278790948,-0.684603333333329,-0.11705278790948004
4934504,5114,secondary,Dolphin Road,R111,B,50,0,False,False,404,48.0,6.89,478,63.0,4.111,471,63.0,803.493,478,63.0,0.361,152,48.0,54.84,507,64.0,-6.304863123875939,53.336035741704556,8.213,7.4826900000000025,6.340056968710716,0.7303099999999967,1.8729430312892834
490391384,5122,residential,All Saints Road,,B,30,0,False,False,120,14.0,-6.287,128,16.0,-2.658,105,15.0,789.779,127,16.0,0.331,45,14.0,65.074,147,17.0,-6.180849401380381,53.375208030822606,6.767,6.042830000000001,6.117312371204204,0.7241699999999991,0.649687628795796
481221045,5115,tertiary,Tolka Quay Road,,F,50,0,False,False,66,16.0,37.706,76,17.0,24.665,70,17.0,838.314,77,17.0,0.392,25,16.0,33.135,78,17.0,-6.201994417861725,53.3515065671437,14.735,11.48184000000001,10.09471700020805,3.2531599999999887,4.64028299979195
3791210,5122,residential,Creighton Street,,B,30,0,False,False,230,24.0,4.402,263,25.0,-8.797,238,26.0,804.502,280,26.0,0.341,80,24.0,44.474,296,26.0,-6.24639058194033,53.34604239032065,6.744,6.392496666666677,5.742397056469236,0.35150333333332284,1.0016029435307638
368505007,5122,residential,Elgin Road,,B,30,0,False,False,96,11.0,2.531,110,13.0,-8.031,103,13.0,794.818,113,13.0,0.366,35,11.0,42.68,119,13.0,-6.237768035519061,53.33038305211625,4.815,5.399056666666673,5.35655679338257,-0.5840566666666724,-0.5415567933825693
128947711,5122,residential,Seafield Road East,,B,50,0,False,False,110,16.0,-7.355,310,19.0,7.018,279,19.0,808.54,312,19.0,0.358,44,16.0,56.84,324,19.0,-6.183851100253696,53.3627240230861,7.454,7.4480033333333235,6.621341563698073,0.005996666666676198,0.8326584363019265
165568789,5114,secondary,Terenure Road East,R114,B,50,0,False,False,113,21.0,21.385,155,27.0,26.309,145,26.0,818.882,154,27.0,0.407,41,21.0,41.125,165,27.0,-6.27970329803329,53.31085528571128,6.552,6.028096666666667,6.504289224472579,0.5239033333333323,0.047710775527420424
156382488,5122,residential,Clonard Road,,B,30,0,False,False,85,10.0,-4.203,121,14.0,-6.553,114,14.0,781.956,123,14.0,0.345,32,10.0,51.124,125,14.0,-6.30382640994076,53.32043720126279,4.797,4.9072666666666604,5.011609284876029,-0.11026666666666074,-0.2146092848760297
128944288,5122,residential,Glasnevin Hill,,B,50,0,False,False,0,,,1,1.0,20.347,1,1.0,811.257,1,1.0,0.756,0,,,1,1.0,-6.268800966960853,53.37398939522034,15.268,5.227310000000004,5.251419520587624,10.040689999999998,10.016580479412376
676499604,5114,secondary,Ballyfermot Road,R833,B,50,0,False,False,408,16.0,25.733,508,20.0,45.542,470,20.0,820.198,505,20.0,0.399,153,16.0,45.688,603,23.0,-6.361413877042465,53.34286266151125,4.277,4.318976666666672,5.698008702242406,-0.0419766666666721,-1.421008702242406
632039350,5114,secondary,Harold's Cross Road,R137,B,50,0,False,False,127,17.0,3.088,175,21.0,-0.778,164,22.0,803.137,180,22.0,0.385,49,16.0,52.005,186,22.0,-6.279238277583883,53.3212731821289,5.757,5.7229633333333245,5.542009768536226,0.03403666666667515,0.21499023146377372
554528050,5141,service,,,B,0,0,False,False,6,6.0,13.081,7,7.0,-12.561,5,5.0,795.953,5,5.0,0.378,5,5.0,52.449,7,7.0,-6.385991746433898,53.33995547341127,5.452,5.272060000000006,4.793595948728307,0.179939999999994,0.6584040512716927
424527026,5141,service,,,B,0,0,False,False,6,2.0,7.344,6,2.0,-59.884,6,2.0,823.682,5,2.0,0.439,2,2.0,32.024,3,2.0,-6.233190814507215,53.35847302297856,1.447,7.398263333333334,7.473491364419487,-5.951263333333334,-6.026491364419487
314242018,5141,service,,,B,50,0,False,False,36,18.0,22.166,38,20.0,10.789,41,21.0,837.928,42,22.0,0.418,15,14.0,35.743,42,22.0,-6.23819225,53.362720550000006,7.993,7.508153333333324,7.531705097106393,0.48484666666667664,0.46129490289360753
547994115,5122,residential,Grange Park Road,,B,30,0,False,False,85,12.0,0.766,91,13.0,-8.114,76,13.0,783.932,92,13.0,0.345,34,12.0,50.672,102,14.0,-6.171183052769345,53.3862368058115,4.529,5.224996666666675,6.175579940617563,-0.6959966666666748,-1.6465799406175634
334819737,5122,residential,Millbrook Avenue,,B,30,0,False,False,156,13.0,6.037,154,13.0,-4.351,130,13.0,807.037,154,13.0,0.383,58,13.0,53.558,186,14.0,-6.178340121226701,53.393043042295275,4.846,5.863269999999996,6.600507135753615,-1.0172699999999963,-1.7545071357536148
29266717,5122,residential,Cooley Road,,B,30,0,False,False,120,12.0,-0.878,130,14.0,-10.925,121,14.0,789.193,133,14.0,0.34,44,12.0,56.981,142,14.0,-6.3251388206510715,53.33067526712866,4.243,4.34937666666667,4.832229852410796,-0.10637666666666945,-0.5892298524107957
317675345,5114,secondary,Collins Avenue East,R103,B,50,0,False,False,127,21.0,11.585,143,24.0,-0.844,115,21.0,838.502,148,24.0,0.428,47,20.0,43.79,151,23.0,-6.216520236825509,53.37469569006,7.099,7.919783333333321,7.794198284989074,-0.8207833333333205,-0.6951982849890737
125757864,5141,service,,,B,0,0,False,False,7,6.0,8.091,6,5.0,22.847,7,6.0,814.275,7,6.0,0.463,4,4.0,60.107,7,6.0,-6.34104302312367,53.32236963326037,4.941,5.439163333333332,5.312731650535828,-0.4981633333333324,-0.37173165053582835
381196079,5115,tertiary,Jamestown Road,,B,50,0,False,False,90,16.0,5.041,95,18.0,-9.529,81,17.0,797.553,95,18.0,0.347,36,16.0,49.489,101,18.0,-6.290831356985091,53.40007640491145,5.92,6.303169999999988,5.986626582615617,-0.38316999999998824,-0.06662658261561738
131382462,5115,tertiary,Fortfield Road,,B,50,0,False,False,120,13.0,-0.192,142,18.0,-3.678,131,18.0,790.497,143,18.0,0.339,42,13.0,67.544,148,18.0,-6.299187662358337,53.303635874083824,4.708,5.090459999999994,5.252780274882432,-0.3824599999999938,-0.5447802748824317
31992299,5122,residential,Ebenezer Terrace,,B,30,0,False,False,187,26.0,-5.393,206,29.0,-2.709,172,26.0,776.685,207,29.0,0.32,69,26.0,58.775,212,29.0,-6.282581303751797,53.33546307797492,5.823,5.891966666666673,5.507821289084168,-0.06896666666667262,0.3151787109158324
26578115,5114,secondary,Navan Road,R147,B,50,0,False,False,94,17.0,31.486,117,20.0,48.666,112,20.0,861.45,113,20.0,0.395,37,17.0,33.911,120,20.0,-6.3297680926317,53.37141165356356,6.992,6.93152000000001,7.082557948572545,0.06047999999999032,-0.0905579485725454
4287269,5115,tertiary,Herberton Road,,B,30,0,False,False,125,29.0,6.506,145,34.0,2.05,134,33.0,807.089,140,34.0,0.353,43,26.0,54.113,149,34.0,-6.298624009194361,53.334634868586356,8.768,7.604626666666665,6.196230603559163,1.163373333333336,2.5717693964408372
83201752,5122,residential,Railway Mews,,B,50,0,False,False,142,15.0,-2.262,147,15.0,-14.388,130,15.0,787.727,145,15.0,0.306,53,15.0,45.344,160,16.0,-6.1511606246424,53.399998607718004,6.051,6.368583333333332,6.730725683365022,-0.31758333333333155,-0.6797256833650218
381196079,5115,tertiary,Jamestown Road,,B,50,0,False,False,183,16.0,3.915,192,18.0,-9.635,175,17.0,798.082,190,18.0,0.362,66,16.0,47.01,199,18.0,-6.290628330823223,53.399675390758155,6.055,6.369826666666653,5.999966409319277,-0.3148266666666535,0.05503359068072289
4522749,5114,secondary,Howth Road,R105,B,60,0,False,False,107,18.0,-2.828,107,19.0,5.537,107,19.0,817.549,112,19.0,0.356,38,18.0,54.279,120,20.0,-6.1480682125641675,53.38291350048547,6.908,6.845433333333339,7.257691696951722,0.06256666666666177,-0.3496916969517212
116019743,5122,residential,Shanard Avenue,,B,30,0,False,False,127,14.0,-0.684,138,15.0,-4.411,125,15.0,797.066,137,15.0,0.321,48,14.0,48.6,156,16.0,-6.262379879618993,53.39169874936679,5.364,5.474840000000005,5.26132475851874,-0.11084000000000493,0.1026752414812595
7977647,5115,tertiary,Herbert Place,,B,30,0,False,False,1371,30.0,8.692,1631,33.0,0.824,1457,33.0,810.051,1643,33.0,0.357,516,30.0,51.963,1727,33.0,-6.242795099199695,53.336245177803704,6.271,6.524363333333333,6.5348926957291145,-0.2533633333333327,-0.26389269572911456
771192939,5122,residential,Fergus Road,,B,50,0,False,False,46,7.0,12.824,74,13.0,-5.625,64,12.0,788.328,72,13.0,0.383,17,7.0,54.002,77,13.0,-6.284517109492044,53.30817561921995,4.733,5.453100000000004,5.562482955667341,-0.720100000000004,-0.8294829556673413
668344588,5114,secondary,Dame Street,R137,B,30,0,False,False,1026,43.0,42.664,1138,50.0,70.923,1013,50.0,842.324,1152,51.0,0.439,383,43.0,39.646,1196,51.0,-6.2646484000000004,53.344175050000004,8.251,8.292636666666663,7.903685653943216,-0.04163666666666366,0.34731434605678313
7915306,5134,secondary_link,,,F,50,0,False,False,40,15.0,22.096,46,17.0,-10.43,40,16.0,798.671,47,17.0,0.299,16,14.0,47.12,47,17.0,-6.3029426012532666,53.3914279633486,5.636,6.494620000000013,6.1843061893291935,-0.8586200000000126,-0.5483061893291934
